sample,datetime,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc,don,time_round,date_group,firstq,lastq,volume_cf,time_secs,time_days,time_weeks,rain_mm,mean_Q_cfs,sd_Q_cfs,min_Q_cfs,max_Q_cfs,volume_liters,rain_ft,runoff_ft,runoff_meters,runoff_ratio,rain_liters,ec_grams,ph_grams,turb_grams,tn_grams,nh4n_grams,no3n_grams,tp_grams,po4_grams,doc_grams,don_grams,ec_kg,ph_kg,turb_kg,tn_kg,nh4n_kg,no3n_kg,tp_kg,po4_kg,doc_kg,don_kg,ec_ha,ph_ha,turb_ha,tn_ha,nh4n_ha,no3n_ha,tp_ha,po4_ha,doc_ha,don_ha
16,2016-05-26T18:35:00Z,SFC,156,7.28,1.76,0.11,0.02,0,0.02,0.01,2.54,0.09,2016-05-26T18:40:00Z,2,0.498,0.263,1062055.2,3037800,35.15972222222222,5.0228174603174605,12.954,0.3496132727631839,0.057934449101929304,0.253,0.501,30074054.603954397,0.042500001360000005,0.02327081420127761,0.25048471698113206,1.8263220612911204,54924960.00000001,4691552.518216886,218939.117516788,52930.336102959736,3308.1460064349835,601.481092079088,0,601.481092079088,300.740546039544,76388.09869404418,2706.6649143558957,4691.552518216886,218.939117516788,52.930336102959735,3.3081460064349835,0.601481092079088,0,0.601481092079088,0.300740546039544,76.38809869404417,2.7066649143558954,11.064982354285108,0.5163658431999717,0.12483569835603711,0.0078022311472523195,0.0014185874813186037,0,0.0014185874813186037,7.092937406593018e-4,0.18016061012746268,0.006383643665933716
34,2016-06-30T22:30:00Z,SFC,119,7.6,1.94,0.13,0.02,0,0.01,0.01,2.37,0.11,2016-06-30T22:30:00Z,3,0.265,22.8,117429409.32,22803600,263.93055555555566,37.704365079365076,1418.2852,5.149599594800821,12.308602806204037,0.0547,167,3325230617.014814,4.653166815568,2.573009355871048,27.695615405660376,1.808453127055479,6013529248,395702443.4247629,25271752.689312585,6450947.3970087385,432279.9802119258,66504.61234029627,0,33252.306170148135,33252.306170148135,7880796.56232511,365775.36787162954,395702.44342476287,25271.752689312583,6450.947397008738,432.2799802119258,66.50461234029628,0,33.25230617014814,33.25230617014814,7880.796562325109,365.77536787162956,933.2604797753842,59.603190304982505,15.214498577850797,1.0195282552168061,0.15685050080258556,0,0.07842525040129278,0.07842525040129278,18.58678434510639,0.8626777544142207
253,2017-03-21T20:45:00Z,SFC,115,7.71,54.4,0.77,0.02,0.08,0.08,0,4.17,0.67,2017-03-21T20:50:00Z,4,22.6,3.48,12585378,1905000,22.04861111111111,3.149801587301587,141.69644,6.606497637795275,6.109407154751135,1.61,37.6,356378223.263166,0.4648833482096,0.27575967152257885,2.968249528301887,1.6858279009501065,600792905.6,40983495.67526409,2747676.1013590097,19386975.34551623,274411.2319126378,7127.56446526332,28510.25786105328,28510.25786105328,0,1486097.1910074023,238773.40958632124,40983.495675264094,2747.67610135901,19386.97534551623,274.41123191263785,7.12756446526332,28.51025786105328,28.51025786105328,0,1486.0971910074022,238.77340958632124,96.659187913358707,6.48036816358257,45.72399845640621,0.6471963016807496,0.01681029355014934,0.06724117420059736,0.06724117420059736,0,3.5049462052061373,0.5631448339300029
266,2017-04-12T22:01:00Z,SFC,142,7.73,12.4,0.56,0.02,0.03,0.03,0,2.36,0.51,2017-04-12T22:00:00Z,5,3.49,2.78,4422252,1194000,13.819444444444445,1.974206349206349,53.040279999999996,3.7037286432160803,1.714827997077624,2.02,8.14,125224233.279444,0.17401667223519998,0.09689647453656676,1.042983962264151,1.7959030301925962,224890787.2,17781841.125681046,967983.3232501021,1552780.4926651055,70125.57063648864,2504.48466558888,3756.7269983833194,3756.7269983833194,0,295529.1905394878,63864.35897251644,17781.841125681047,967.9833232501022,1552.7804926651056,70.12557063648865,2.50448466558888,3.7567269983833196,3.7567269983833196,0,295.52919053948784,63.86435897251644,41.93830454170058,2.2829795359672223,3.6622181430780794,0.16539049678417134,0.005906803456577548,0.00886020518486632,0.00886020518486632,0,0.6970028078761505,0.15062348814272747
279,2017-04-26T17:39:00Z,SFC,149,7.92,7.77,0.52,0,0.02,0.02,0,2.29,0.5,2017-04-26T17:40:00Z,6,2.8,1.14,2503602,1297200,15.01388888888889,2.1448412698412698,3.556,1.930004625346901,0.8106693379827953,1.09,3.84,70894114.782894,0.01166666704,0.0548567126981225,0.5904721698113208,0.21267528559725923,15077440.000000002,10563223.102651207,561481.3890805205,550847.2718630864,36864.93968710488,0,1417.8822956578801,1417.8822956578801,0,162347.52285282724,35447.057391447,10563.223102651207,561.4813890805206,550.8472718630863,36.86493968710488,0,1.41788229565788,1.41788229565788,0,162.34752285282724,35.447057391447004,24.913262034554734,1.324248559152171,1.2991680940167132,0.08694561246958699,0,0.003344062018061038,0.003344062018061038,0,0.3828951010679888,0.08360155045152595
295,2017-05-11T18:01:00Z,SFC,152,7.96,5.33,0.34,0,0.01,0.02,0.01,1.68,0.33,2017-05-11T18:00:00Z,7,1.14,0.773,1506708,1660800,19.22222222222222,2.746031746031746,8.636,0.9072182080924855,0.11563094183611412,0.758,1.19,42665219.909676,0.028333334239999997,0.033013653079028836,0.3553556603773585,0.8582308105126996,36616640,6485113.426270752,339615.150481021,227405.6221185731,14506.174769289843,0,426.65219909676,853.30439819352,426.65219909676,71677.56944825567,14079.52257019308,6485.113426270752,339.615150481021,227.4056221185731,14.506174769289842,0,0.42665219909676,0.85330439819352,0.42665219909676,71.67756944825567,14.079522570193081,15.295078835544226,0.800979128492974,0.5363340144305969,0.03421267634266472,0,0.0010062551865489622,0.0020125103730979244,0.0010062551865489622,0.16905087134022562,0.03320642115611576
307,2017-05-30T23:23:00Z,SFC,165,7.92,2.16,0.54,0.03,0.01,0.01,0,2.05,0.5,2017-05-30T23:20:00Z,8,0.773,0.559,906556.8,1375800,15.923611111111112,2.274801587301587,7.62,0.6589306585259486,0.06742655488084932,0.534,0.82,25670830.2024096,0.0250000008,0.019863670791974642,0.21381056603773585,1.2585790945599316,32308800,4235686.983397584,203312.97520308403,55448.99323720474,13862.248309301185,770.1249060722879,256.708302024096,256.708302024096,0,52625.20191493967,12835.415101204799,4235.686983397584,203.31297520308402,55.44899323720474,13.862248309301185,0.7701249060722879,0.256708302024096,0.256708302024096,0,52.62520191493967,12.8354151012048,9.989827791032038,0.4795117339695378,0.1307759274462376,0.0326939818615594,0.0018163323256421885,6.054441085473962e-4,6.054441085473962e-4,0,0.12411604225221622,0.030272205427369813
320,2017-06-15T21:30:00Z,SFC,158,7.91,2.09,0.12,0.07,0,0.01,0.01,1.77,0.05,2017-06-15T21:30:00Z,9,0.559,0.396,788309.4,1730400,20.02777777777778,2.861111111111111,0,0.4555648404993065,0.04532427913561226,0.361,0.592,22322436.6684618,0,0.017272738347800222,0.1859220283018868,0,0,3526944.993616964,176570.47404753283,46653.892637085155,2678.6924002154155,1562.570566792326,0,223.224366684618,223.224366684618,39510.71290317739,1116.12183342309,3526.9449936169644,176.57047404753283,46.65389263708516,2.6786924002154158,1.562570566792326,0,0.223224366684618,0.223224366684618,39.510712903177385,1.11612183342309,8.318266494379634,0.41643979728191705,0.11003276565350273,0.006317670755225037,0.0036853079405479387,0,5.264725629354198e-4,5.264725629354198e-4,0.0931856436395693,0.0026323628146770993
333,2017-07-05T22:05:00Z,SFC,279,7.51,2.21,0.04,0.01,0.01,0.01,0,1.77,0.02,2017-07-05T22:10:00Z,10,0.398,0.239,673822.2,2403000,27.8125,3.9732142857142856,0,0.2804087390761548,0.04641679065896311,0.206,0.401,19080520.142603397,0,0.014764196080294245,0.15892033018867924,0,0,5323465.119786348,143294.70627095152,42167.94951515351,763.220805704136,190.805201426034,190.805201426034,190.805201426034,0,33772.52065240801,381.610402852068,5323.465119786349,143.2947062709515,42.1679495151535,0.7632208057041359,0.19080520142603397,0.19080520142603397,0.19080520142603397,0,33.77252065240801,0.38161040285206793,12.555342263647049,0.33795921290318753,0.09945271112064505,0.0018000490700569242,4.5001226751423105e-4,4.5001226751423105e-4,4.5001226751423105e-4,0,0.0796521713500189,9.000245350284621e-4
348,2017-08-02T17:44:00Z,SFC,281,7.71,1.9,0.06,0.02,0,0.01,0,1.89,0.04,2017-08-02T17:40:00Z,11,0.237,0.945,1669211.58,9608400,111.20833333333336,15.886904761904761,156.89326,0.17372419757712002,0.2063110052402617,0.053900000000000003,3.58,47266808.92148826,0.5147416831384,0.03657428779671814,0.39368197641509434,14.073867576023952,665227422.4,13281973.306938201,364427.0967846745,89806.93695082769,2836.0085352892957,945.3361784297653,0,472.6680892148826,0,89334.26886161281,1890.6723568595305,13281.973306938202,364.4270967846745,89.80693695082769,2.8360085352892956,0.9453361784297653,0,0.4726680892148826,0,89.33426886161281,1.8906723568595305,31.325408742778777,0.8594978697751757,0.21180881356327286,0.0066886993756823014,0.002229566458560767,0,0.0011147832292803836,0,0.21069403033399248,0.004459132917121534
