sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc,time_round,date_group,tn_avg,nh4n_avg,no3n_avg,tp_avg,po4_avg,doc_avg,volume_cf,rain_mm,mean_Q_cfs,sd_Q_cfs,min_Q_cfs,max_Q_cfs,volume_liters,rain_ft,runoff_ft,runoff_ratio,vol_shift,rain_liters,tn_avg_grams,nh4n_avg_grams,no3n_avg_grams,tp_avg_grams,po4_avg_grams,doc_avg_grams,tn_avg_kg,nh4n_avg_kg,no3n_avg_kg,tp_avg_kg,po4_avg_kg,doc_avg_kg,tn_avg_ha,nh4n_avg_ha,no3n_avg_ha,tp_avg_ha,po4_avg_ha,doc_avg_ha
957,2018-11-27T18:50:00Z,NA,NA,SFC,187,7.33,0.85,0.14,0.01,0,0.083,0.005,3.76,2018-11-27T18:50:00Z,51,0.115,0.01,0.005,0.0595,0.005,2.4699999999999998,1203069,2.92,1.950500972762646,1.447712005754484,0.446,5.85,34067120.803443,0.0095800528,0.026360583866372345,0.3634233918551811,6848388.10435338,12380800,787.5646320006388,68.48388104353381,34.24194052176691,407.4790922090261,34.24194052176691,16915.518617752845,0.7875646320006388,0.06848388104353381,0.034241940521766906,0.4074790922090261,0.034241940521766906,16.915518617752845,0.0018574637547184875,1.6151858736682503e-4,8.075929368341251e-5,9.610355948326088e-4,8.075929368341251e-5,0.03989509107960577
970,2018-12-04T22:05:00Z,NA,NA,SFC,191,7.26,3.19,0.38,0.02,0.02,0.036,0.003,2.27,2018-12-04T22:10:00Z,52,0.26,0.015,0.01,0.0595,0.004,3.0149999999999997,930169.2,2.32,0.8434613710554951,2.004015580204782,0.224,12.5,26339458.920512397,0.0076115487999999995,0.020381044816645155,0.373462149191864,34067120.803443,9836800,8857.45140889518,511.00681205164494,340.67120803443,2026.9936878048584,136.26848321377202,102712.36922238064,8.85745140889518,0.511006812051645,0.34067120803443,2.0269936878048584,0.136268483213772,102.71236922238064,0.020890215587016935,0.001205204745404823,8.034698302698822e-4,0.004780645490105798,3.213879321079528e-4,0.24224615382636944
988,2018-12-17T16:30:00Z,NA,NA,SFC,155,7.05,6.69,0.3,0.01,0.01,0.025,0,5.41,2018-12-17T16:30:00Z,53,0.33999999999999997,0.015,0.015,0.0305,0.0015,3.84,1242534,0.89,4.728059360730594,2.1664449839129967,2.2,9.27,35184645.170298,0.0029199476,0.027225306041315248,0.10725123146710965,26339458.920512397,3773600,8955.416032974214,395.0918838076859,395.0918838076859,803.3534970756282,39.5091883807686,101143.5222547676,8.955416032974213,0.39509188380768595,0.39509188380768595,0.8033534970756281,0.0395091883807686,101.1435222547676,0.021121264228712768,9.318204806785046e-4,9.318204806785046e-4,0.0018947016440462926,9.318204806785047e-5,0.23854604305369717
1004,2018-12-20T17:30:00Z,NA,NA,SFC,173,7.31,2.2,0.06,0.02,0,0,0,1.7,2018-12-20T17:30:00Z,54,0.18,0.015,0.005,0.0125,0,3.555,3016752,2.15,4.953615763546798,4.580407425069626,1.62,20.1,85424904.820944,0.007053806,0.06610040163951236,0.10671351194609834,35184645.170298,9116000,6333.23613065364,527.76967755447,175.92322585149003,439.80806462872505,0,125081.41358040941,6.33323613065364,0.52776967755447,0.17592322585149,0.43980806462872507,0,125.0814135804094,0.014936877666635944,0.0012447398055529953,4.149132685176651e-4,0.0010372831712941628,0,0.29500333391605993
1017,2018-12-27T18:40:00Z,NA,NA,SFC,148,6.95,6.79,0.14,0.03,0,0,0,3.07,2018-12-27T18:40:00Z,55,0.1,0.025,0,0,0,2.385,1614370.8,1.88,1.6847952410770195,2.852174034721276,0.398,13.5,45713890.9448676,0.0061679792,0.035372665129616516,0.17437134514457966,85424904.820944,7971200,8542.4904820944,2135.6226205236,0,0,0,203738.39799795143,8.542490482094399,2.1356226205235997,0,0,0,203.7383979979514,0.02014738321248679,0.0050368458031216975,0,0,0,0.4805150896178099
1036,2019-01-07T20:45:00Z,NA,NA,SFC,130,6.83,16.5,0.05,0.01,0.02,0.035,0,4.55,2019-01-07T20:50:00Z,56,0.095,0.02,0.01,0.0175,0,3.8099999999999996,929304,0.76,5.19744966442953,0.9309114713502403,3.93,7.75,26314959.184488,0.0024934384000000003,0.02036208731947651,0.12245495075620294,45713890.9448676,3222400,4342.819639762422,914.2778188973521,457.13890944867603,799.9930915351831,0,174169.92449994554,4.342819639762422,0.914277818897352,0.457138909448676,0.7999930915351832,0,174.16992449994555,0.010242499150383071,0.0021563156106069624,0.0010781578053034812,0.0018867761592810924,0,0.4107781238206263
1066,2019-01-09T22:30:00Z,NA,NA,SFC,142,6.96,11.1,0.16,0.01,0,0.128,0,4.28,2019-01-09T22:30:00Z,57,0.10500000000000001,0.01,0.01,0.0815,0,4.415,1595610,1.96,2.6673520561685056,1.4226412202641456,1.1,7.98,45182644.24167,0.0064304464,0.03496159507311915,0.18392886212860937,26314959.184488,8310400,2763.0707143712402,263.14959184488,263.14959184488,2144.669173535772,0,116180.54479951452,2.7630707143712403,0.26314959184487996,0.26314959184487996,2.1446691735357724,0,116.18054479951452,0.006516676213139718,6.2063582982283e-4,6.2063582982283e-4,0.005058182013056067,0,0.2740107188667795
1087,2019-01-16T20:40:00Z,NA,NA,SFC,149,7.17,8.52,NA,0.060797946,0.02,NA,0,4.81,2019-01-16T20:40:00Z,58,NA,0.035398973,0.01,NA,0,4.545,4311504,1.32,24.69360824742268,16.021483067877224,8.92,66.8,122088199.107888,0.0043307088,0.09446986231230281,0.04584222622960266,45182644.24167,5596800,NA,1599.4192035794817,451.8264424167,NA,0,205355.1180783901,NA,1.5994192035794816,0.4518264424167,NA,0,205.35511807839012,NA,0.0037722151027817963,0.0010656284019261793,NA,0,0.4843281086754484
1131,2019-01-18T21:10:00Z,NA,NA,SFC,124,6.69,13.2,NA,0.02,0,NA,0,3.29,2019-01-18T21:10:00Z,59,NA,0.040398973,0.01,NA,0,4.05,5483142,1.92,15.729036144578313,7.704128479010794,7.38,33,155265293.093274,0.0062992128,0.12014175790601253,0.05243150183409089,122088199.107888,8140800,NA,4932.2378593781905,1220.88199107888,NA,0,494457.2063869464,NA,4.932237859378191,1.22088199107888,NA,0,494.4572063869464,NA,0.011632636460797619,0.0028794386582049057,NA,0,1.1661726565729869
1147,2019-01-22T22:00:00Z,NA,NA,SFC,122,6.61,12.1,NA,0.01,0,NA,0,2.84,2019-01-22T22:00:00Z,60,NA,0.015,0,NA,0,3.065,1750986.6,0.1,2.035084379358438,1.4556655374318628,0.804,7.35,49582419.6512502,3.28084e-4,0.03836606970854886,0.008551410204180888,155265293.093274,424000,NA,2328.97939639911,0,NA,0,475888.1233308848,NA,2.32897939639911,0,NA,0,475.8881233308848,NA,0.005492875934903561,0,NA,0,1.1223776493652944
1166,2019-02-01T21:00:00Z,NA,NA,SFC,171,6.99,2.76,0,0.01,0,0,0,2.2,2019-02-01T21:00:00Z,61,NA,0.01,0,NA,0,2.52,1325136.6,1.99,3.788269296740995,2.8566580589637667,0.836,8.6,37523690.356300205,0.0065288716000000005,0.029035221154147854,0.2248604054137646,49582419.6512502,8437600,NA,495.824196512502,0,NA,0,124947.6975211505,NA,0.495824196512502,0,NA,0,124.9476975211505,NA,0.0011693966898879765,0,NA,0,0.29468796585177004
1199,2019-02-05T22:10:00Z,NA,NA,SFC,115.6,7.15,18.2,0.16,0.01,0,0.004,0,3.57,2019-02-05T22:10:00Z,62,0.08,0.01,0,0.002,0,2.885,3775092,2.63,5.499842657342658,6.572407510392076,2.3,36.1,106898702.57492399,0.0086286092,0.08271647700112904,0.10431548239031292,37523690.356300205,11151200,3001.8952285040164,375.23690356300204,0,75.04738071260041,0,108255.84667792608,3.0018952285040164,0.37523690356300204,0,0.0750473807126004,0,108.25584667792607,0.007079941576660416,8.84992697082552e-4,0,1.769985394165104e-4,0,0.2553203931083162
1226,2019-02-13T20:52:00Z,NA,NA,SFC,115,6.79,42.7,0.3,0.02,0.007592536,0.021,0.009,5.02,2019-02-13T20:50:00Z,63,0.22999999999999998,0.015,0.003796268,0.0125,0.0045,4.295,5722380,2.44,70.12720588235294,27.74232083781761,24.5,105,162039758.93586,0.0080052496,0.1253837293665216,0.06384600011855655,106898702.57492399,10345600,24586.70159223252,1603.48053862386,405.8161238267016,1336.2337821865501,481.04416158715793,459129.9275592985,24.58670159223252,1.60348053862386,0.4058161238267016,1.33623378218655,0.4810441615871579,459.1299275592985,0.057987503755265374,0.003781793723169481,9.571134995912774e-4,0.0031514947693079007,0.001134538116950844,1.0828536027341946
1252,2019-02-14T19:30:00Z,NA,NA,SFC,95,7.3,70.4,0.3,0.04,0.001,0.25,0.009,4.81,2019-02-14T19:30:00Z,64,0.3,0.03,0.004296268000000001,0.1355,0.009,4.914999999999999,3065640,0.56,34.062666666666665,9.942064027980573,21.7,59.4,86809258.83708,0.0018372704000000004,0.06717159225622613,0.027351895917424884,162039758.93586,2374400.0000000005,48611.927680758,4861.192768075801,696.1662310438495,21956.387335809035,1458.3578304227399,796425.4151697517,48.611927680758,4.8611927680758,0.6961662310438494,21.956387335809033,1.45835783042274,796.4254151697518,0.11465077283197642,0.011465077283197641,0.0016419014883109657,0.05178393239577602,0.0034395231849592926,1.8783618282305465
1267,2019-02-15T20:30:00Z,NA,NA,SFC,106.1,6.84,31.3,0.18,0.02,0,0.054,0,3.65,2019-02-15T20:30:00Z,65,0.24,0.03,5e-4,0.152,0.0045,4.2299999999999995,12554688,4.97,13.327694267515923,21.840305403614817,1.7,125,355509179.228736,0.0163057748,0.27508721938653435,0.05927492682634668,86809258.83708,21072800,20834.2221208992,2604.2777651124,43.404629418540004,13195.007343236159,390.64166476685995,367203.1648808484,20.8342221208992,2.6042777651124,0.04340462941854,13.19500734323616,0.39064166476685996,367.20316488084836,0.04913731632287547,0.006142164540359434,1.0236940900599057e-4,0.031120300337821132,9.21324681053915e-4,0.8660452001906801
1300,2019-02-26T18:12:00Z,NA,NA,SFC,66.61,6.93,44.3,0.24,0.02,0.004,0.025,0.019,4.02,2019-02-26T18:10:00Z,66,0.21,0.02,0.002,0.0395,0.0095,3.835,8780580,2.63,95.02792207792207,41.11574845259925,42.1,171,248638340.43126,0.0086286092,0.19239230292310058,0.04484903537668482,355509179.228736,11151200,74656.92763803455,7110.18358457472,711.0183584574719,14042.61257953507,3377.3372026729917,1363377.7023422024,74.65692763803455,7.11018358457472,0.711018358457472,14.04261257953507,3.377337202672992,1363.3777023422024,0.17607765952366639,0.01676930090701585,0.0016769300907015848,0.033119369291356296,0.007965417930832528,3.2155134489202886
1325,2019-02-27T19:50:00Z,NA,NA,SFC,93.13,6.77,66.4,0.24,0.01,0.03356701,0.2,0.02,4.15,2019-02-27T19:50:00Z,67,0.24,0.015,0.018783505,0.1125,0.0195,4.085,2726280,0.06,28.39875,9.620268092735287,16.5,51.6,77199653.63915999,1.968504e-4,0.05973583608522337,0.0032953485361644436,248638340.43126,254400,59673.2017035024,3729.5751064689,4670.299510682274,27971.81329851675,4848.44763840957,1015687.620661697,59.67320170350239,3.7295751064688996,4.670299510682273,27.97181329851675,4.84844763840957,1015.687620661697,0.14073868326297734,0.008796167703936084,0.011014857336514796,0.06597125777952063,0.01143501801511691,2.395489671371927
1344,2019-02-28T22:30:00Z,NA,NA,SFC,103.1,6.88,23,0.19,0.02,0,0.06,0.017,2.98,2019-02-28T22:30:00Z,68,0.215,0.015,0.016783505,0.13,0.018500000000000003,3.5650000000000004,3775626,0.87,9.133105950653121,2.0501415695819407,6.05,16.4,106913823.771222,0.0028543308000000002,0.08272817753682951,0.034502522417217386,77199653.63915999,3688799.9999999995,16597.9255324194,1157.9948045873998,1295.68077285111,10035.9549730908,1428.1935923244603,275216.7652236054,16.5979255324194,1.1579948045873998,1.29568077285111,10.0359549730908,1.4281935923244602,275.2167652236054,0.03914605078400802,0.002731119822140094,0.0030558508793658255,0.02366970512521415,0.0033683811139727836,0.6490961443952958
1358,2019-03-05T17:20:00Z,NA,NA,SFC,131.8,7.02,9.42,0.16,0.02,0,0,0.009,2.43,2019-03-05T17:20:00Z,69,0.175,0.02,0,0.03,0.013000000000000001,2.705,8052456,2.88,6.6209965466206215,4.362707742727896,1.91,18.6,228020164.526232,0.0094488192,0.1764382938287606,0.053553109106634196,106913823.771222,12211200,18709.919159963847,2138.27647542444,0,3207.41471313666,1389.879709025886,289201.89330115553,18.709919159963846,2.13827647542444,0,3.20741471313666,1.389879709025886,289.2018933011555,0.04412716783010341,0.005043104894868962,0,0.007564657342303443,0.0032780181816648257,0.6820799370310271
1389,2019-03-19T20:10:00Z,NA,NA,SFC,123,7.42,4.51,0.027174679,0.010406991,0,NA,0.015083074,2.92,2019-03-19T20:10:00Z,70,0.0935873395,0.0152034955,0,NA,0.012041537,2.675,3160704,2.91,6.0411009174311925,3.940166172126703,1.74,23.8,89501171.580288,0.009547244400000002,0.06925455054429841,0.13785728627165292,228020164.526232,12338400.000000002,21339.800550362335,3466.703545283828,0,NA,2745.7132478887097,609953.9401076705,21.339800550362334,3.4667035452838277,0,NA,2.74571324788871,609.9539401076705,0.05032971827915645,0.00817618760680148,0,NA,0.006475738792190353,1.438570613461487
1405,2019-03-25T21:30:00Z,NA,NA,SFC,106,7.44,39.8,0.259756098,0.008579007,0,NA,0.016562825,7.55,2019-03-25T21:30:00Z,71,0.14346538849999999,0.009492999,0,NA,0.0158229495,5.234999999999999,3174198,0.9964000000000001,12.133784403669726,5.002412993776892,7.1,24,89883279.113706,0.003269028976,0.06955021913744878,0.04700242524814442,89501171.580288,4224736.000000001,12840.320351971173,849.6345323105023,0,NA,1416.172518105732,468538.6332228076,12.840320351971174,0.8496345323105023,0,NA,1.416172518105732,468.53863322280756,0.030283774415026353,0.0020038550290342036,0,NA,0.0033400295238342737,1.1050439462802064
1424,2019-03-28T22:05:00Z,NA,NA,SFC,122,7.52,15.3,0.062956436,0.006751023,0,NA,0.019522326,3.59,2019-03-28T22:10:00Z,72,0.161356267,0.007665015,0,NA,0.018042575499999998,5.57,2335770,0.1378,5.444685314685315,1.6832995826257642,3.21,8.2,66141641.71719,4.5209975200000005e-4,0.05117932635414638,0.008833640147421995,89883279.113706,584272,14503.230383506667,688.9566826557431,0,NA,1621.7258495966132,500649.8646633424,14.503230383506667,0.6889566826557431,0,NA,1.6217258495966134,500.64986466334244,0.034205732036572324,0.0016248978364522243,0,NA,0.0038248251169731447,1.1807779826965623
1446,2019-04-02T21:20:00Z,NA,NA,SFC,134,7.53,7.78,0.021211053,0.008579007,0,NA,0.002514464,2.289009594,2019-04-02T21:20:00Z,73,0.042083744500000006,0.007665015,0,NA,0.011018395,2.9395047969999997,2764836,2.1412,5.358209302325581,2.6320186709881535,2.49,10.2,78291437.992092,0.007024934608,0.0605806410561368,0.11596005729768316,66141641.71719,9078688,2783.487950836766,506.97667588688705,0,NA,728.7747343884778,194423.6731091353,2.7834879508367654,0.5069766758868871,0,NA,0.7287747343884777,194.4236731091353,0.00656483007272822,0.0011956997072803941,0,NA,0.0017188083358218814,0.45854639884230025
1463,2019-04-08T20:30:00Z,NA,NA,SFC,127.5,6.92,14.5,0.25,0.04,0,0.04,0.01,3.323282434,2019-04-08T20:30:00Z,73,0.1356055265,0.0242895035,0,NA,0.006257232,2.806146014,2764836,2.1412,5.358209302325581,2.6320186709881535,2.49,10.2,78291437.992092,0.007024934608,0.0605806410561368,0.11596005729768316,78291437.992092,9078688,10616.751669359737,1901.6601571289516,0,NA,489.88769113013376,219697.2066518371,10.616751669359738,1.9016601571289515,0,NA,0.48988769113013375,219.69720665183712,0.025039508654150326,0.004485047540398471,0,NA,0.0011553954979484286,0.5181537892732008
