sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc,time_round,date_group,tn_avg,nh4n_avg,no3n_avg,tp_avg,po4_avg,doc_avg,volume_cf,rainfall_mm,mean_Q_cfs,sd_Q_cfs,min_Q_cfs,max_Q_cfs,volume_liters,rain_ft,runoff_ft,runoff_ratio,vol_shift,rain_liters,tn_avg_grams,nh4n_avg_grams,no3n_avg_grams,tp_avg_grams,po4_avg_grams,doc_avg_grams,tn_avg_kg,nh4n_avg_kg,no3n_avg_kg,tp_avg_kg,po4_avg_kg,doc_avg_kg,tn_avg_ha,nh4n_avg_ha,no3n_avg_ha,tp_avg_ha,po4_avg_ha,doc_avg_ha
398,2017-11-21T17:37:00Z,NA,NA,WIL,330,8.05,40.6,1.04,0.45,0.007,0.332,0.058,4.56,2017-11-21T17:40:00Z,60,0.68,0.255,0.008,0.1865,0.035500000000000004,4.31,61725.18,2.5989999999999998,0.05115629040278469,0.05696298426243787,0.0186,0.265,1747862.47810746,3.217705348783766e-12,0.021639480815240742,1.4869605127113436e-10,896581.4318994781,688734.9999999999,609.6753736916451,228.62826513436693,7.172651455195824,167.21243704925266,31.828640832431475,3864.26597148675,0.6096753736916452,0.22862826513436693,0.007172651455195824,0.16721243704925265,0.031828640832431476,3.86426597148675,0.02300661787515642,0.008627481703183658,2.70666092648899e-4,0.006309903284877459,0.0012010807861294896,0.14582135741459434
414,2017-12-05T16:50:00Z,NA,NA,WIL,425,6.99,1,0.07,0.02,0.011,0.018,0.017,1.18,2017-12-05T16:50:00Z,61,0.555,0.23500000000000001,0.009,0.17500000000000002,0.037500000000000006,2.8699999999999997,27731.64,0.01,0.022813129318854885,0.002675752185476693,0.0158,0.0296,785272.6069390799,1.238055155361203e-14,0.009722098692221922,1.273444340111151e-12,1747862.47810746,2650,970.0636753496404,410.7476823552531,15.73076230296714,305.87593366880554,65.54484292902977,5016.36531216841,0.9700636753496404,0.41074768235525316,0.01573076230296714,0.3058759336688055,0.06554484292902976,5.01636531216841,0.03660617642828832,0.015499912541707666,5.936136718100808e-4,0.011542488062973793,0.0024733902992086702,0.18929680423277018
428,2017-12-19T18:30:00Z,NA,NA,WIL,464,7.1,20.1,0.11,0.03,0.009,0.114,0.019,0.87,2017-12-19T18:30:00Z,62,0.09,0.025,0.009999999999999998,0.066,0.018000000000000002,1.025,30445.686,3.29,0.017455386996904024,0.01562831340823787,0.00737,0.273,862125.832272042,4.073201461138358e-12,0.010673583100184457,3.816151917220719e-10,785272.6069390799,871850,70.6745346245172,19.631815173477,7.8527260693907985,51.82799205797928,14.13490692490344,804.9044221125569,0.0706745346245172,0.019631815173477,0.007852726069390798,0.051827992057979284,0.01413490692490344,0.8049044221125569,0.002666963570736498,7.408232140934717e-4,2.963292856373886e-4,0.0019557732852067654,5.333927141472996e-4,0.030373751777832334
459,2018-01-08T23:00:00Z,NA,NA,WIL,195,6.68,33.4,0.25,0.01,0,0.092,0,13.52,2018-01-08T23:00:00Z,63,0.18,0.02,0.0045,0.10300000000000001,0.0095,7.194999999999999,2836.8,0.14,0.394,0.08628915448547507,0.28,0.509,80329.2315696,1.7332772175056844e-13,9.945192412022929e-4,1.742829244218838e-10,862125.832272042,37100.00000000001,155.18264980896757,17.242516645440844,3.879566245224189,88.79896072402033,8.1901954065844,6202.995363197342,0.15518264980896757,0.017242516645440843,0.003879566245224189,0.08879896072402034,0.008190195406584399,6.202995363197343,0.005855949049395003,6.506610054883337e-4,1.4639872623487506e-4,0.0033509041782649185,3.0906397760695843e-4,0.23407529672442803
460,2018-01-09T01:00:00Z,NA,NA,WIL,177,6.71,42.1,0.3,0.01,0,0.148,0,8.28,2018-01-09T01:00:00Z,64,0.275,0.01,0,0.12,0,10.899999999999999,13237.2,0.21,0.6128333333333333,0.044502006375314936,0.513,0.66,374835.7671084,2.599915826258526e-13,0.004640669098858922,5.602458979240322e-11,80329.2315696,55649.99999999999,22.090538681640002,0.803292315696,0,9.639507788351999,0,875.5886241086399,0.02209053868164,8.032923156960001e-4,0,0.009639507788351999,0,0.8755886241086399,8.33605233269434e-4,3.0312917573433966e-005,0,3.637550108812075e-4,0,0.033041080155043014
461,2018-01-09T07:00:00Z,NA,NA,WIL,177,6.62,29.1,0.17,0.01,0,0.089,0,5.37,2018-01-09T07:00:00Z,65,0.235,0.01,0,0.1185,0,6.824999999999999,8569.2,0.21,0.5950833333333333,0.029232079856787867,0.542,0.64,242652.72531240003,2.599915826258526e-13,0.003004171701110648,8.65435163142417e-11,374835.7671084,55649.99999999999,88.086405270474,3.7483576710840003,0,44.418038402345395,0,2558.25411051483,0.088086405270474,0.0037483576710840003,0,0.04441803840234539,0,2.55825411051483,0.003324015293225434,1.414474592861887e-4,0,0.0016761523925413356,0,0.09653789096282377
462,2018-01-09T11:00:00Z,NA,NA,WIL,178,6.69,25.6,0.21,0.01,0,0.065,0,4.28,2018-01-09T11:00:00Z,66,0.19,0.01,0,0.077,0,4.825,10350,0.27,0.4791666666666667,0.03234501507187777,0.427,0.542,293079.36645,3.342748919475248e-13,0.003628480734081969,9.212530434782609e-11,242652.72531240003,71550.00000000001,46.104017809356,2.426527253124,0,18.6842598490548,0,1170.7993996323303,0.046104017809356,0.0024265272531240004,0,0.0186842598490548,0,1.1707993996323303,0.0017397742569568303,9.156706615562266e-5,0,7.050664093982943e-4,0,0.04418110942008793
463,2018-01-09T17:00:00Z,NA,NA,WIL,191,6.99,21.3,0.17,0.01,0,0.052,0.003,3.55,2018-01-09T17:00:00Z,67,0.19,0.01,0,0.058499999999999996,0.0015,3.915,30315.6,0.06,0.3238846153846154,0.05833539970344588,0.219,0.423,858442.2069132,7.428330932167217e-14,0.010627977830158003,6.989411392154534e-12,293079.36645,15900,55.685079625499995,2.9307936645,0,17.145142937324994,0.439619049675,1147.40571965175,0.0556850796255,0.0029307936645,0,0.017145142937324994,4.39619049675e-4,1.1474057196517498,0.00210132375945283,1.1059598733962264e-4,0,6.469865259367923e-4,1.6589398100943395e-5,0.04329832904346226
464,2018-01-10T19:00:00Z,NA,NA,WIL,184,6.83,13.7,0.11,0.01,0,0.034,0.003,2.37,2018-01-10T19:00:00Z,68,0.14,0.01,0,0.043,0.003,2.96,63156.78,1.6300000000000001,0.09169102787456446,0.03940375158152394,0.0443,0.219,1788400.87627266,2.018029903238761e-12,0.022141368063444775,9.114296358997403e-11,858442.2069132,431950,120.181908967848,8.584422069132001,0,36.913014897267594,2.5753266207396,2540.9889324630717,0.12018190896784801,0.008584422069132,0,0.036913014897267594,0.0025753266207396,2.5409889324630717,0.004535166376145208,3.239404554389434e-4,0,0.0013929439583874564,9.718213663168302e-5,0.09588637480992723
484,2018-01-18T18:15:00Z,NA,NA,WIL,227,7.22,28.8,0.15,0.01,0,0.092,0.011,4.01,2018-01-18T18:20:00Z,69,0.13,0.01,0,0.063,0.006999999999999999,3.19,99.60000000000001,0,0.166,NaN,0.166,0.166,2820.3579612000003,0,3.491755373087576e-5,0,1788400.87627266,0,232.4921139154458,17.8840087627266,0,112.66925520517759,12.518806133908617,5704.998795309785,0.2324921139154458,0.0178840087627266,0,0.11266925520517758,0.012518806133908617,5.704998795309785,0.008773287317563992,6.748682551972302e-4,0,0.0042516700077425505,4.7240777863806103e-4,0.2152829734079164
