sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc
1320,2/27/2019 10:50,,,ASEQ,90.76,6.73,68.7,0.24,0.01,0,0.12,0.019,3.77
1321,2/27/2019 10:55,,,OGI,79.03,6.86,30.3,0.16,0.01,0,0.072,0.017,6.86
1322,2/27/2019 11:30,,,SEQ,72.28,6.75,49.2,0.17,0.05,0,0.131,0.017,6.32
1323,2/27/2019 11:50,,,POR,87.14,6.69,30.1,0.19,0.02,0,0.105,0.016,5.46
1324,2/27/2019 12:30,,,RIC,93.34,6.72,28,0.18,0.01,0,0.099,0.016,3.81
1325,2/27/2019 12:50,,,SFC,93.13,6.77,66.4,0.24,0.01,0.03356701,0.2,0.02,4.15
1326,2/27/2019 13:00,,,ZIE,72.48,6.7,38,0.1,0.03,0,0.069,0.019,5.01
1327,2/27/2019 14:40,,,NFC,86.28,6.64,102,0.03,0.04,0,0.155,0.032,2.78
1328,2/27/2019 18:00,,,TRE,96.17,6.82,34.9,0.07,0.01,0,0.069,0.025,2.34
1329,2/27/2019 23:00,,,ZIE,80.04,6.84,30.3,0.04,0.02,0,0.063,0.02,3.24
1330,2/28/2019 9:20,,,S640,6.97,5.84,0.76,0.16,0.02,0.026959403,0.007,0.01,0.61
1331,2/28/2019 10:00,,,ZIE,81.63,6.77,26.7,0.16,0.02,0,0.057,0.016,2.62
1332,2/28/2019 11:00,,,YOC,91.24,6.85,52,0.23,0.02,0,0.096,0.017,3.48
1333,2/28/2019 11:20,,,BWIL,94.4,6.83,30.8,0.15,0.01,0,0.063,0.02,2.38
1334,2/28/2019 11:30,,,WIL,102.5,6.88,14.2,0.12,0.01,0,0.051,0.023,1.78
1335,2/28/2019 12:10,,,UQL,93.14,6.88,17,0.03,0.01,0,0.043,0.016,2.71
1336,2/28/2019 13:10,,,TRE,84.03,6.92,12.3,0.03,0.01,0,0.048,0.019,1.85
1337,2/28/2019 13:40,,,SEQ,84.53,7.31,30.3,0.19,0.01,0,0.084,0.019,4.46
1338,2/28/2019 13:40,,,ASEQ,95.19,6.93,25.7,0.07,0.01,0,0.066,0.019,2.7
1339,2/28/2019 14:00,,,NFC,94.51,6.97,24.7,0.03,0.01,0,0.075,0.014,1.68
1340,2/28/2019 14:40,,,RIC,94.95,6.92,11,0.2,0.01,0,0.099,0.019,2.91
1341,2/28/2019 15:03,,,POR,97.22,6.77,16.7,0.16,0.01,0,0.06,0.016,3.74
1342,2/28/2019 15:20,,,OGI,78.88,6.8,19.5,0.11,0.01,0,0.054,0.016,4.1
1343,2/28/2019 15:30,,,QUE,109.6,6.79,25.5,0.1,0.01,0.000528975,0.126,0.019,2.94
1344,2/28/2019 15:30,,,SFC,103.1,6.88,23,0.19,0.02,0,0.06,0.017,2.98
1345,2/28/2019 12:00,,,MUN,67.82,6.91,12.6,0.13,0.06,0,0,0.009,1.27
1346,2/28/2019 14:00,,,KJE,56.8,6.96,31.2,0.14,0.01,0.000528975,0.009,0.015,1.32
1347,3/5/2019 14:00,,,ZIE,96.55,6.89,11.6,0.12,0.04,0,0.197,0.009,1.9
1348,3/5/2019 14:00,,,YOC,102.9,6.95,15.4,0.08,0.03,0,0,0.012,2.08
1349,3/5/2019 16:00,,,BWIL ,105.4,6.94,12.1,0.5,0.02,0,0,0.007,2.59
1350,3/5/2019 16:00,,,WIL,131.1,7.17,7.08,0.09,0.03,0,0.026,0.015,1.43
1351,3/5/2019 16:00,,,UQL,120.3,6.89,11.6,0.12,0.03,0,0,0.009,1.9
1352,3/5/2019 18:00,,,TRE,98.23,6.82,9.76,0.11,0.03,0,0,0.006,1.56
1353,3/5/2019 18:00,,,ASEQ,125.3,6.97,17,0.14,0.01,0,0.026,0.01,2.36
1354,3/5/2019 0:00,,,SEQ,107.2,7.01,18.5,0.1,0.02,0,0,0.013,3.34
1355,3/5/2019 4:00,,,OGI,95.22,6.92,7.93,0.11,0.03,0.010440385,0,0.009,2.65
1356,3/5/2019 6:00,,,QUE,123.4,7.02,11.3,0.12,0.05,0,0,0.015,2.51
1357,3/5/2019 9:30,,,RIC,115,6.97,5.07,0.1,0.05,0,0,0.015,2.27
1358,3/5/2019 10:20,,,SFC,131.8,7.02,9.42,0.16,0.02,0,0,0.009,2.43
1359,3/5/2019 11:00,,,POR,100.7,6.73,9.2,0.06,0.04,0,0,0.012,2.79
1360,3/6/2019 11:10,,,UQL,111.9,6.76,13.8,0.27,0.01,0,0,0.009,2.83
1361,3/6/2019 11:40,,,WIL,127.9,7.1,17.3,0.1,0.05,0,0,0.013,3.49
1362,3/6/2019 11:50,,,QUE,118.5,7.07,29,0.22,0.05,0,0.006,0.007,3.48
1363,3/6/2019 12:00,,,ZIE,92.86,7.01,33.6,0.24,0.05,0,0.012,0.009,2.9
1364,3/6/2019 12:40,,,ZIE,94.35,6.95,21.9,0.14,0.04,0,0,0.007,3.99
1365,3/6/2019 13:25,,,KJE,85.72,6.98,11.8,0.08,0.05,0,0,0.012,1.47
1366,3/6/2019 13:50,,,MUN,96.62,6.88,15.7,0.15,0.01,0,0,0.012,1.59
1367,3/6/2019 14:10,,,NFC,104.4,7.13,15.3,0.23,0.03,0,0,0.007,2.11
1368,3/6/2019 14:30,,,QUE,108.7,7.01,39.2,0.44,0.09,0,0.032,0.01,3.89
1369,3/6/2019 14:50,,,UQL,104.9,6.98,21.3,0.16,0.01,0,0,0.01,3.37
1370,3/6/2019 10:30,,,WIL,122.5,7.01,27.4,0.13,0.02,0,0.006,0.021,2.33
1371,3/7/2019 10:40,,,WIL,107.7,7.04,12.2,0.09,0.02,0,0,0.015,1.83
1372,3/7/2019 11:40,,,UQL,102.7,7.03,16,0.24,0.02,0,0,0.012,2.49
1373,3/7/2019 10:30,,,QUE,110.7,7.07,14.5,0.12,0.02,0,0,0.012,3.23
1374,3/12/2019 12:30,,,MUN,97.77,7.06,10.8,0,0.01,0,0,0.01,1.02
1375,3/12/2019 13:20,,,KJE,83.44,7.08,6.29,0.15,0.01,0,0.003,0.007,1.02
1376,3/18/2019 15:05,,,OGI,87,7.59,15,0.062956436,0.035998767,0,,0.016562825,5.687286493
1377,3/19/2019 9:00,,,S640,8,5.28,2.02,0.140483575,0.057934575,0.048,,0.00768432,2.794904251
1378,3/19/2019 9:30,,,ZIE,98,7.11,6.94,0.027174679,0.067074495,0,,0.015083074,2.765082736
1379,3/19/2019 9:53,,,UQL,129,7.26,7.28,0.045065558,0.035998767,0.001,,0.010643821,3.259597328
1380,3/19/2019 10:00,,,YOC,105,7.21,9.6,0.015247427,0.035998767,0,,0.013603323,2.23
1381,3/19/2019 10:10,,,BWIL,119,7.43,5.91,0.074883688,0.006751023,0,,0.018042575,1.85
1382,3/19/2019 10:20,,,WIL,147,7.6,3.51,0.015247427,0.014062959,0,,0.02692108,1.58
1383,3/19/2019 11:00,,,TRE,114,7.55,2.83,0.116629071,0.035998767,0,,0.013603323,1.84
1384,3/19/2019 12:00,,,ASEQ,140,7.51,6.24,0.033138305,0.017718927,0,,0.021002077,2.39
1385,3/19/2019 12:00,,,OGI,82,7.53,4.86,0.027174679,0.019546911,0,,0.013603323,2.78
1386,3/19/2019 12:00,,,SEQ,110,7.59,13.9,0.068920062,0.017718927,0,,0.013603323,3.08
1387,3/19/2019 12:40,,,QUE,131,7.48,5.3,0.128556323,0.034170783,0,,0.015083074,2.59
1388,3/19/2019 13:00,,,RIC,114,7.35,2.62,0.021211053,0.026858847,0,,0.013603323,2.67
1389,3/19/2019 13:10,,,SFC,123,7.42,4.51,0.027174679,0.010406991,0,,0.015083074,2.92
1390,3/19/2019 14:20,,,POR,102,7.24,5.18,0.045065558,0.017718927,0,,0.013603323,3.29
1391,3/25/2019 9:00,,,ZIE,79,7.34,52.7,0.277646976,0.015890943,0,,0.013603323,7.39
1392,3/25/2019 9:30,,,YOC,86,7.37,71.1,0.206083463,0.015890943,0,,0.015083074,6.71
1393,3/25/2019 9:31,,,KJE,76,7.4,21,0.062956436,0.017718927,0,,0.015083074,3.77
1394,3/25/2019 9:33,,,MUN,92,7.58,46.1,0.068920062,0.025030863,0,,0.010643821,3.33
1395,3/25/2019 10:00,,,BWIL,89,7.54,66.5,0.182228958,0.030514815,0.003,,0.018042575,7.427021735
1396,3/25/2019 10:03,,,WIL,120,7.42,20.7,0.098738193,0.014062959,0,,0.022481828,4.17
1397,3/25/2019 10:10,,,NFC,101,7.58,17.4,0.223974341,0.019546911,0,,0.019522326,3.2
1398,3/25/2019 10:30,,,UQL,98,7.33,20.7,0.110665445,0.021374895,0,,0.018042575,4.85
1399,3/25/2019 12:00,,,TRE,98,7.6,26.5,0.104701819,0.012234975,0.001,,0.021002077,4.42
1400,3/25/2019 12:05,,,ASEQ,97,7.4,48.2,0.176265332,0.017718927,0.002,,0.021002077,7
1401,3/25/2019 12:15,,,SEQ,95,7.4,65.1,0.295537854,0.023202879,0.002,,0.018042575,9.12
1402,3/25/2019 13:00,,,RIC,106,7.52,13.8,0.158374454,0.010406991,0,,0.015083074,5.96
1403,3/25/2019 13:30,,,POR,106,7.5,37.9,0.247828845,0.023202879,0.001,,0.029880582,8.9
1404,3/25/2019 14:00,,,QUE,106,7.42,37.4,0.188192584,0.004923039,0,,0.016562825,6.73
1405,3/25/2019 14:30,,,SFC,106,7.44,39.8,0.259756098,0.008579007,0,,0.016562825,7.55
1406,3/25/2019 14:36,,,OGI,88,7.47,35.5,0.140483575,0.010406991,0.001,,0.021002077,7.87
1407,3/26/2019 12:20,,,S640,6,5.96,0.55,0.146447201,0.074386431,0.04,,0.010643821,1.46
1408,3/28/2019 8:00,,,TRE,94,7.41,14.7,0.051029184,0.004923039,0,,0.016562825,2.75
1409,3/28/2019 8:51,,,KJE,78,7.57,10.4,0.033138305,0.004923039,0.001,,0.016562825,1.82
1410,3/28/2019 8:53,,,MUN,85,7.47,8.89,0.003320175,0.001267071,0.004,,0.021002077,1.89
1411,3/28/2019 9:30,,,YOC,105,7.42,20.1,0.092774566,0.004923039,0,,0.016562825,2.71
1412,3/28/2019 9:40,,,WIL,130,7.57,11,0.009283801,0.001267071,0,,0.022481828,1.88
1413,3/28/2019 9:50,,,BWIL,106,7.63,19.5,0.110665445,0.015890943,0,,0.019522326,3.21
1414,3/28/2019 10:10,,,NFC,112,7.58,7.9,0.021211053,0.025030863,0.003,,0.028400831,3
1415,3/28/2019 12:00,,,QUE,122,7.76,17.4,0.128556323,0.006751023,0.014,,0.023961578,3.42
1416,3/28/2019 12:00,,,TRE,117,7.61,11,0.08681094,0.004923039,0,,0.023961578,2.47
1417,3/28/2019 12:00,,,UQL,118,7.49,16.2,0.074883688,0.008579007,0,,0.023961578,3.5
1418,3/28/2019 12:00,,,WIL,133,7.58,11.1,0.045065558,0.017718927,0,,0.032840083,2.45
1419,3/28/2019 12:00,,,ZIE,97,7.67,22.2,0.068920062,0.010406991,0,,0.021002077,3.03
1420,3/28/2019 12:10,,,ASEQ,126,7.56,17.8,0.068920062,0.017718927,0.007,,0.025441329,3.42
1421,3/28/2019 12:10,,,SEQ,107,7.55,22.4,0.122592697,0.012234975,0,,0.015083074,4.23
1422,3/28/2019 13:00,,,RIC,116,7.57,7.22,0.045065558,0.008579007,0.001,,0.022481828,3.21
1423,3/28/2019 13:30,,,POR,113,7.68,13.9,0.05699281,0.006751023,0,,0.019522326,4.66
1424,3/28/2019 15:05,,,SFC,122,7.52,15.3,0.062956436,0.006751023,0,,0.019522326,3.59
1425,3/28/2019 16:00,,,WIL,136,7.67,7.93,0.027174679,0,0.003,,0.021002077,2.58
1426,3/28/2019 16:00,,,ZIE,99,7.76,45.6,0.080847314,0,0.01,,0.019522326,3.703404698
1427,3/28/2019 20:00,,,TRE,114,7.59,9.41,0.033138305,0.025030863,0,,0.013603323,2.4
1428,3/28/2019 22:00,,,QUE,125,7.67,19.2,0.068920062,0.004923039,0,,0.021002077,3.72
1429,3/28/2019 22:00,,,UQL,119,7.77,17.1,0.027174679,0.008579007,0,,0.041718588,2.83
1430,3/28/2019 22:00,,,WIL,135,7.83,15.4,0.039101931,0.012234975,0.001,,0.022481828,2.23
1431,3/28/2019 22:00,,,ZIE,98,7.6,16.1,0.05699281,0.017718927,0,,0.016562825,3.43
1432,3/29/2019 12:00,,,UQL,119,7.7,16.4,0.080847314,0.003095055,0,,0.016562825,2.82
1433,3/29/2019 14:00,,,QUE,126,7.65,20,0.068920062,0.012234975,0,,0.018042575,3.38
1434,3/29/2019 16:00,,,TRE,116,7.6,7.14,0.068920062,0.032342799,0.001,,0.016562825,2.38
1435,4/2/2019 9:20,,,ZIE,108,7.21,8.6,0.039101931,0.004923039,0,,0.013603323,2.08
1436,4/2/2019 9:45,,,UQL,138,7.1,11.5,0.021211053,0.012234975,0,,0.015083074,2.08
1437,4/2/2019 9:50,,,YOC,138,7.1,12.2,0.033138305,0.003095055,0.001,,0.016562825,1.880228311
1438,4/2/2019 10:00,,,BWIL,119,7.22,9.85,0.062956436,0,0,,0.018042575,2.180790793
1439,4/2/2019 10:10,,,WIL,150,7.66,5.36,0.027174679,0.004923039,0,,0.022481828,1.524616575
1440,4/2/2019 11:20,,,TRE,122,7.62,4.7,0.009283801,0.010406991,0,,0.021002077,1.750240489
1441,4/2/2019 12:15,,,ASEQ,144,7.44,8.67,0.045065558,0.019546911,0.003,,0.018042575,2.34979052
1442,4/2/2019 12:25,,,SEQ,120,7.5,14.4,0.05699281,0.015890943,0,,0.016562825,3.241670936
1443,4/2/2019 12:55,,,OGI,90,7.3,5.65,0.033138305,0.010406991,0.003,,0.012123572,2.719526389
1444,4/2/2019 13:23,,,RIC,121,7.36,7.49,0.062956436,0.019546911,0.005,,0.016562825,2.66056294
1445,4/2/2019 13:30,,,QUE,137,7.65,8.58,0.039101931,0.010406991,0.01,,0.004020175,2.263476372
1446,4/2/2019 14:20,,,SFC,134,7.53,7.78,0.021211053,0.008579007,0,,0.002514464,2.289009594
1447,4/2/2019 14:35,,,POR,114,7.55,6.67,0.027174679,0.008579007,0,,0.008537309,2.551812778
1448,4/4/2019 9:40,,,NFC,124,7.62,3.34,0,0.008579007,0,,0.002514464,1.501194433
1449,4/4/2019 9:45,,,KJE,95,7.67,5.76,0,0.006751023,0,,0.001008752,1.205870558
1450,4/4/2019 9:45,,,MUN,111,7.64,4.35,0.015247427,0.006751023,0,,0.004020175,1.028688998
1451,4/6/2019 9:30,,,UQL,126.9,7.15,17.9,0.26,0.03,0,0.03,0.01,2.055239534
1452,4/8/2019 9:15,,,ZIE,105.9,6.85,18.4,0.27,0.03,0.01,0.03,0,2.334557948
1453,4/8/2019 9:57,,,YOC,118.3,6.78,24.2,0.31,0.03,0.01,0.05,0.01,2.314022381
1454,4/8/2019 10:10,,,BWIL,123.5,6.87,13.7,0.26,0.01,0.01,0.04,0.01,2.180955912
1455,4/8/2019 10:20,,,WIL,144,6.95,7.76,0.25,0.04,0.01,0.07,0,1.91726646
1456,4/8/2019 10:22,,,TRE,114.9,6.78,7.67,0.14,0.02,0.01,0.03,0,1.733088999
1457,4/8/2019 10:30,,,ASEQ,132.8,6.84,13.7,0.28,0.02,0.02,0.04,0.01,2.666501767
1458,4/8/2019 10:40,,,SEQ,113,6.9,27.4,0.17,0.04,0.01,0.04,0,3.818045795
1459,4/8/2019 11:30,,,OGI,89.77,6.83,15.1,0.13,0.02,0.01,0.03,0,4.661674996
1460,4/8/2019 11:45,,,RIC,117,6.77,13.7,0.16,0.04,0.01,0.04,0.01,3.607435905
1461,4/8/2019 12:30,,,QUE,126.1,6.88,14.7,0.11,0.04,0,0.04,0.01,3.475468156
1462,4/8/2019 12:55,,,POR,111.7,6.89,15.8,0.15,0.04,0.01,0.09,0.01,5.67928293
1463,4/8/2019 13:30,,,SFC,127.5,6.92,14.5,0.25,0.04,0,0.04,0.01,3.323282434
1464,4/11/2019 9:30,,,MUN,105.7,6.93,6.85,0.11,0.04,0.01,0.03,0.01,1.33621749
1465,4/11/2019 9:40,,,KJE,85.83,6.85,7.24,0.07,0.04,0.01,0.02,0.01,1.314116279
1466,4/11/2019 12:46,,,NFC,117.6,7,6.25,0.1,0.05,0.01,0.04,0.02,1.510643246
1467,4/12/2019 14:35,,,S640,10.8,5.46,1.14,0.23,0.09,0.06,0.02,0,1.669659146
1468,4/15/2019 9:00,,,ZIE,107.1,6.55,8.15,0.13,0.03,0,0.08,0.01,1.887918126
1469,4/15/2019 9:30,,,WIL,158.8,7.01,4.52,0.16,0.02,0,0.03,0.02,1.179986933
1470,4/15/2019 9:35,,,BWIL,124.1,6.84,8.28,0.09,0.03,0,0.04,0.01,1.735293143
1471,4/15/2019 10:00,,,UQL,144.7,6.73,9.72,0.16,0.03,0.01,0.03,0.01,1.59878238
1472,4/15/2019 10:00,,,YOC,121.9,6.77,9.87,0.11,0.02,0,0.03,0.01,1.606328975
1473,4/15/2019 10:55,,,TRE,122.4,6.77,4.21,0.07,0.02,0,0.03,0.01,1.5475629
1474,4/15/2019 11:00,,,OGI,89.05,7.19,4.37,0.09,0.04,0.01,0.02,0.01,2.109992534
1475,4/15/2019 11:46,,,SFC,136,7.2,6.54,0.07,0.05,0,0.02,0.01,2.0968309
1476,4/15/2019 11:56,,,QUE,142.4,7.2,6.06,0.13,0.01,0,0.02,0.01,2.009679611
1477,4/15/2019 12:10,,,POR,110.9,7.05,5.38,0.08,0.04,0,0.02,0.01,2.250911049
1478,4/15/2019 12:10,,,SEQ,118.4,7.2,14.6,0.13,0.01,0,0.03,0.01,2.474202078
1479,4/15/2019 12:15,,,ASEQ,149.8,7.26,7.47,0.14,0.03,0.01,0.04,0.02,1.881036038
1480,4/15/2019 13:10,,,RIC,142.3,7.25,3.57,0.16,0.02,0,0.02,0.01,1.881640334
1481,4/18/2019 9:40,,,MUN,106.5,7.01,5.04,0.1,0.05,0.01,0.02,0.01,0.95619083
1482,4/18/2019 9:45,,,KJE,91.99,7.05,6.17,0.12,0.01,0,0.03,0.01,0.922170516
1483,4/18/2019 11:55,,,NFC,123.9,7.23,2.96,0.06,0.09,0.01,0.03,0.02,1.081816051
1484,5/1/2019 11:15,,,NFC,121.4,7.32,1.88,0.06,0.03,0.01,0.02,0.02,0.99975697
1485,5/2/2019 8:50,,,ZIE,106.1,7.18,5.17,0.09,0.02,0.02,0.02,0.01,1.280356686
1486,5/2/2019 9:30,,,YOC,127,6.99,10.2,0.14,0.02,0.01,0.04,0.01,1.639595377
1487,5/2/2019 9:50,,,BWIL,152.8,6.98,5.58,0.13,0.03,0.02,0.03,0,1.50947896
1488,5/2/2019 10:00,,,WIL,218,7.63,2.7,0.09,0.02,0.01,0.03,0.01,0.93845645
1489,5/2/2019 11:10,,,POR,100.6,7.35,4.63,0.1,0.02,0.01,0.02,0.01,1.981868795
1490,5/2/2019 12:00,,,UQL,153.6,6.99,14,0.18,0.04,0.01,0.03,0,1.350181263
1491,5/2/2019 12:35,,,SFC,144.7,7.25,3.1,0.11,0.02,0.01,0.02,0.01,1.832196592
1492,5/2/2019 12:50,,,POR,74.43,7.35,4.79,0.11,0.01,0,0.02,0.01,1.808232211
1493,5/2/2019 13:00,,,TRE,115.7,7.16,5.49,0.07,0.02,0,0.03,0.02,1.234855939
1494,5/2/2019 13:15,,,ASEQ,173.3,7.29,2.29,0.08,0.02,0.01,0.02,0.01,1.546671914
1495,5/2/2019 13:20,,,SEQ,138.1,7.3,9.22,0.1,0.02,0.01,0.03,0.01,2.135871873
1496,5/2/2019 13:40,,,RIC,124.7,7.24,2.64,0.06,0.03,0,0.02,0.01,1.941796751
1497,5/2/2019 13:40,,,QUE,158,7.37,3.79,0,0.01,0,0.02,0.02,1.689397678
1498,5/12/2019 8:10,,,ZIE,96.62,6.63,11.3,0.12,0.01,0,0.04,0.009993914,3.927732146
1499,5/15/2019 9:10,,,NFC,158.4,6.99,1.14,0.02,0.01,0.011762662,0.02,0.00392887,1.285362764
1500,5/15/2019 10:40,,,MUN,127.3,6.72,3.66,0.04,0.007128828,0.023498176,0.02,0.000896348,1.625667075
1501,5/15/2019 10:45,,,KJE,121.4,6.89,4.88,0.07,0.012357305,0.004721354,0.03,0.006961392,2.38652195
1502,5/15/2019 12:00,,,WIL,278.2,7.37,1.91,0.03,0.008871654,0,0.02,0.013026437,2.043132808
1503,5/15/2019 12:12,,,ZIE,145.4,7,4.09,0.05,0.008871654,0,0.02,0.002412609,1.792603177
1504,5/15/2019 12:20,,,BWIL,190.7,6.7,1.51,0.05,0.017585782,0,0.02,0.006961392,1.674170762
1505,5/15/2019 12:30,,,YOC,142.2,6.65,6.24,0.07,0.019328608,0,0.03,0.006961392,2.201272149
1506,5/16/2019 7:20,,,UQL,121.6,6.98,18.1,0.42,0.035014039,0,0.09,0.01757522,5.604388601
1507,5/16/2019 7:40,,,MUN,110.8,6.94,40.1,0.07,0.014100131,0,0.12,0.009993914,4.933876593
1508,5/16/2019 7:45,,,KJE,89.6,6.95,15.2,0.09,0.015842957,0.039927895,0.11,0.008477653,7.59254583
1509,5/16/2019 8:00,,,TRE,109.3,6.89,12.9,0.23,0.014100131,0.007068457,0.1,0.006961392,6.550292689
1510,5/16/2019 8:30,,,SEQ,96.8,6.89,54.9,0.25,0.012357305,0.098605463,0.28,0.008477653,12.95204337
1511,5/16/2019 8:45,,,ASEQ,107.8,6.86,22.6,0.68,0.022814259,0,0.24,0.009993914,10.58908403
1512,5/16/2019 9:05,,,RIC,107.1,6.89,18,0.47,0.007128828,0.07044023,0.18,0.008477653,9.0915139
1513,5/16/2019 9:30,,,OGI,91.94,6.98,20.3,0.44,0.022814259,0,0.13,0.013026437,13.51797244
1514,5/16/2019 10:00,,,POR,94.86,6.9,24.5,0.41,0.029785562,0,0.13,0.014542698,11.61045911
1515,5/16/2019 10:30,,,QUE,104.1,6.83,20.4,0.33,0.014100131,0.105646771,0.26,0.009993914,10.97486287
1516,5/16/2019 10:40,,,SFC,102.5,6.81,22.1,0.58,0.028042736,0.0446221,0.22,0.009993914,11.05954771
1517,5/17/2019 8:20,,,ZIE,87.28,6.75,16.2,0.19,0.017585782,0,0.08,0.013026437,4.444138686
1518,5/17/2019 8:30,,,UQL,91.5,6.81,14.2,0.17,0.012357305,0,0.08,0.013026437,5.080554077
1519,5/17/2019 8:40,,,MUN,91.02,6.82,15.5,0.11,0.008871654,0,0.06,0.006961392,2.553292809
1520,5/17/2019 8:40,,,KJE,79.61,6.9,32.1,0.1,0.021071434,0,0.09,0.005445131,2.373650667
1521,5/17/2019 9:20,,,YOC,92.7,6.83,19.8,0.17,0.022814259,0,0.09,0.011510175,4.130964275
1522,5/17/2019 9:40,,,WIL,113,7.02,14.4,0.15,0.015842957,0,0.07,0.014542698,3.045371512
1523,5/17/2019 9:50,,,TRE,103.2,6.97,11.4,0.11,0.047213819,0,0.05,0.011510175,2.92112378
1524,5/17/2019 9:50,,,BWIL,96.86,6.96,32.9,0.18,0.024557085,0.000596792,0.09,0.013026437,4.704716331
1525,5/17/2019 10:25,,,ASEQ,106.4,6.9,15.3,0.18,0.05069947,0.014109765,0.09,0.006961392,4.977164964
1526,5/17/2019 10:35,,,S640,20.31,5.94,0.25,0.28,0.137840754,0.004721354,0.01,0.005445131,2.115193789
1527,5/17/2019 10:50,,,SEQ,95.68,6.72,23,0.26,0.036756865,0,0.08,0.011510175,6.977145463
1528,5/17/2019 11:20,,,OGI,91.53,6.63,15.3,0.17,0.041985342,0,0.06,0.008477653,6.02695301
1529,5/17/2019 11:50,,,POR,108.8,6.88,16.6,0.17,0.097755763,0,0.06,0.008477653,5.584521441
1530,5/17/2019 11:50,,,RIC,109.2,6.82,10.7,0.14,0.057670773,0.000596792,0.07,0.00392887,4.364776969
1531,5/17/2019 12:40,,,NFC,102.8,7.02,15.6,0.15,0.033271213,0,0.08,0.009993914,3.076379763
1532,5/17/2019 12:45,,,QUE,108.3,6.91,20.1,0.2,0.052442296,0,0.09,0.009993914,5.211160573
1533,5/17/2019 12:50,,,SFC,106.9,6.93,22.7,0.22,0.015842957,0,0.08,0.008477653,4.969637128
1534,5/20/2019 7:35,,,UQL,101.2,6.89,9.29,0.11,0.036756865,0,0.05,0.008477653,3.419035473
1535,5/20/2019 8:10,,,KJE,81.4,6.97,7.83,0.07,0.021071434,0,0.03,0.006961392,1.765298313
1536,5/20/2019 8:10,,,MUN,99.98,6.85,7.15,0.07,0.057670773,0,0.03,0.008477653,1.631892407
1537,5/20/2019 8:10,,,ZIE,93.25,6.85,10.9,0.12,0.015842957,0,0.05,0.006961392,2.791529951
1538,5/20/2019 9:00,,,YOC,114,7.4,10.5,0.11,0.012357305,0.056357614,0.05,0.008477653,3.539345649
1539,5/20/2019 9:00,,,YOC,112.9,7.01,14.2,0.14,0.043728167,0,0.05,0.011510175,2.941108466
1540,5/20/2019 9:05,,,TRE,113.8,7.04,5.94,0.11,0.008871654,0,0.03,0.005445131,2.135616766
1541,5/20/2019 9:40,,,WIL,132.5,7.07,9.62,0.08,0.048956644,0.042274998,0.06,0.006961392,2.358776144
1542,5/20/2019 9:40,,,ASEQ,123.5,6.9,15.6,0.11,0.055927947,0.000596792,0.06,0.009993914,3.420573912
1543,5/20/2019 10:10,,,SEQ,100.7,7.02,35.3,0.19,0.041985342,0,0.12,0.008477653,4.348839411
1544,5/20/2019 10:10,,,BWIL,110.8,6.96,9.94,0.1,0.026299911,0,0.05,0.005445131,3.006159431
1545,5/20/2019 10:30,,,POR,116.1,6.91,13.4,0.11,0.031528388,0,0.07,0.025156526,4.049841438
1546,5/20/2019 10:55,,,RIC,115.9,7.03,6.83,0.11,0.054185121,0.051663408,0.04,0.005445131,2.794518725
1547,5/20/2019 11:30,,,OGI,103.3,6.85,8.41,0.1,0.040242516,0,0.04,0.006961392,4.333455889
1548,5/20/2019 11:35,,,QUE,121.7,6.88,11.6,0.22,0.026299911,0.016456868,0.06,0.006961392,3.341133973
1549,5/20/2019 12:20,,,SFC,121,6.88,10.7,0.19,0.035014039,0.00941556,0.06,0.006961392,4.000088296
1550,5/20/2019 12:30,,,SFC,120.6,6.97,14.8,0.16,0.047213819,0,0.06,0.008477653,3.313841214
1551,5/20/2019 13:00,,,S640,12.56,5.96,0.35,-0.11,0.141326405,0.028192381,0,0.00392887,1.056493129
1552,5/21/2019 7:40,,,UQL,114.9,6.58,12.1,0.13,0.040242516,0,0.04,0.006961392,2.169971696
1553,5/21/2019 9:15,,,TRE,116.1,6.76,4.64,0.09,0.05069947,0,0.03,0.002412609,2.163517974
1554,5/21/2019 9:20,,,WIL,134.6,6.92,7.22,0.15,0.069870553,0,0.04,0.005445131,2.10371029
1555,5/21/2019 9:40,,,BWIL,117.8,6.85,13.2,0.44,0.108212717,0,0.06,0.006961392,3.367696988
1556,5/21/2019 9:40,,,ASEQ,120.3,6.89,12.9,0.19,0.101241415,0,0.06,0.008477653,4.610644293
1557,5/21/2019 9:50,,,SEQ,94.85,6.94,33.7,0.25,0.078584681,0,0.11,0.008477653,5.935945954
1558,5/21/2019 10:25,,,RIC,117.9,6.83,6.16,0.1,0.048956644,0.000596792,0.04,0.006961392,3.380712884
1559,5/21/2019 11:15,,,POR,111,6.86,8.63,0.13,0.143069231,0,0.04,0.005445131,4.102173287
1560,5/21/2019 11:30,,,OGI,96.2,6.84,9.62,0.12,0.03849969,0,0.03,0.005445131,4.694388286
1561,5/22/2019 9:40,,,MUN,103.9,6.88,5.5,0.09,0.089041635,0,0.03,0.008477653,1.869395669
1562,5/22/2019 9:50,,,KJE,84.87,6.86,6.87,0.07,0.068127727,0,0.03,0.005445131,1.497200966
1563,5/22/2019 12:40,,,NFC,110.4,6.94,6.62,0.07,0.054185121,0,0.04,0.005445131,1.472613954
1564,5/23/2019 13:58,,,S640,18.8,5.44,0.64,0.27,0.158754662,0,0.03,0.00392887,2.897925341
