sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc,time_round,date_group,tn_avg,nh4n_avg,no3n_avg,tp_avg,po4_avg,doc_avg,volume_cf,rainfall_mm,mean_Q_cfs,sd_Q_cfs,min_Q_cfs,max_Q_cfs,volume_liters,rain_ft,runoff_ft,runoff_ratio,vol_shift,rain_liters,tn_avg_grams,nh4n_avg_grams,no3n_avg_grams,tp_avg_grams,po4_avg_grams,doc_avg_grams,tn_avg_kg,nh4n_avg_kg,no3n_avg_kg,tp_avg_kg,po4_avg_kg,doc_avg_kg,tn_avg_ha,nh4n_avg_ha,no3n_avg_ha,tp_avg_ha,po4_avg_ha,doc_avg_ha
122,2017-01-04T20:10:00Z,7 UQ 03,SF,UQL,101,7.54,37.9,0.09,0.01,0,0.044,0.001,3.85,2017-01-04T20:10:00Z,12,0.09,0.005,0,0.044,5e-4,4.305,19359,0,0.38410714285714287,0.0450528519234596,0.311,0.466,548185.841073,0,0.01438809353487119,Inf,420012.4648122,0,37.801121833097994,2.1000623240609997,0,18.480548451736798,0.2100062324061,1808.1536610165208,0.037801121833098,0.0021000623240609996,0,0.0184805484517368,2.100062324061e-4,1.8081536610165208,0.00302408974664784,1.6800498592487996e-4,0,0.001478443876138944,1.6800498592488e-5,0.14465229288132167
123,2017-01-05T10:10:00Z,7 UQ 05,SF,UQL,106,7.51,30.4,0.13,0.1,0,0.03,0.004,3.31,2017-01-05T10:10:00Z,13,0.11,0.055,0,0.037,0.0025,3.58,738,0,0.3075,0.0017320508075688787,0.306,0.309,20897.833086,0,5.485000789676604e-4,Inf,548185.841073,0,60.30044251803,30.150221259015,0,20.282876119700997,1.3704646026825,1962.50531104134,0.060300442518030004,0.030150221259015002,0,0.020282876119700997,0.0013704646026825,1.96250531104134,0.0048240354014424,0.0024120177007212,0,0.0016226300895760797,1.0963716821460001e-4,0.1570004248833072
124,2017-01-05T10:50:00Z,7 UQ 07,SF,UQL,94,7.47,36,0.08,0,0,0.033,0.001,5.33,2017-01-05T10:50:00Z,14,0.10500000000000001,0.05,0,0.0315,0.0025,4.32,181876.2,2.7800000000000002,0.5217332185886403,0.7071824737072893,0.106,3.03,5150160.5283414,7.296601863636786e-12,0.13517494588392684,18525739571.67408,20897.833086,347500.00000000006,2.19427247403,1.0448916543,0,0.6582817422089999,0.052244582715,90.27863893152,0.00219427247403,0.0010448916543,0,6.582817422089999e-4,5.2244582715e-5,0.09027863893152001,1.7554179792239998e-4,8.359133234400001e-5,0,5.2662539376719997e-5,4.1795666172e-6,0.007222291114521601
125,2017-01-09T11:40:00Z,7 UQ 11,SF,UQL,89,7.48,28,0.13,0.09,0,0.035,0.003,4.19,2017-01-09T11:40:00Z,15,0.10500000000000001,0.045,0,0.034,0.002,4.76,591244.14,5.99,0.6357463870967742,1.0475653689779731,0.0557,6.44,16742169.85202658,1.5721814806900847e-11,0.4394274491587622,27950173345.50222,5150160.5283414,748750,540.7668554758471,231.757223775363,0,175.10545796360762,10.300321056682801,24514.764114905065,0.5407668554758471,0.231757223775363,0,0.17510545796360763,0.0103003210566828,24.514764114905066,0.04326134843806777,0.01854057790202904,0,0.01400843663708861,8.24025684534624e-4,1.9611811291924053
127,2017-01-20T06:00:00Z,11 DU 16,SF,UQL,97,7.47,26.3,0.14,0.04,0,0.047,0.006,3.78,2017-01-20T06:00:00Z,16,0.135,0.065,0,0.041,0.0045000000000000005,3.9850000000000003,14247,0.77,0.6595833333333333,0.11879138376642835,0.561,1.01,403430.11920899997,2.021001235611628e-12,0.010588727134217152,5239347184.769345,16742169.85202658,96250,2260.1929300235884,1088.2410403817278,0,686.4289639330898,75.33976433411962,66717.54686032592,2.2601929300235883,1.0882410403817278,0,0.6864289639330897,0.07533976433411962,66.71754686032592,0.18081543440188708,0.08705928323053821,0,0.05491431711464718,0.00602718114672957,5.337403748826074
128,2017-01-20T12:00:00Z,11 DU 19,SF,UQL,97,7.44,28,0.14,0.04,0.01,0.05,0.012,4.9,2017-01-20T12:00:00Z,17,0.14,0.04,0.005,0.0485,0.009000000000000001,4.34,79890,0.6,1.5851190476190475,0.27391184074495,1.08,2.05,2262232.9068299998,1.5748061576194502e-12,0.05937624838580812,37703845707.31168,403430.11920899997,75000,56.48021668926,16.13720476836,2.017150596045,19.5663607816365,3.6308710728810003,1750.8867173670599,0.05648021668926,0.01613720476836,0.002017150596045,0.0195663607816365,0.003630871072881,1.7508867173670597,0.0045184173351408,0.0012909763814688,1.613720476836e-4,0.00156530886253092,2.9046968583048004e-4,0.14007093738936477
130,2017-01-21T02:00:00Z,11 DU 24,SF,UQL,85,7.5,26.8,0.13,0.01,0.01,0.024,0,4.31,2017-01-21T02:00:00Z,18,0.135,0.025,0.01,0.037000000000000005,0.006,4.605,229396.8,1.84,0.9879276485788113,0.2326620332042071,0.624,1.51,6495794.0878896,4.829405550032981e-12,0.1704934456841851,35303194962.16688,2262232.9068299998,230000,305.40144242204997,56.55582267075,22.622329068299997,83.70261755271,13.57339744098,10417.58253595215,0.30540144242205,0.05655582267075,0.022622329068299998,0.08370261755271,0.01357339744098,10.41758253595215,0.024432115393763998,0.004524465813660001,0.0018097863254639998,0.0066962094042168,0.0010858717952784,0.833406602876172
126,2017-01-23T18:30:00Z,11 DU 19 MAN-UAC,SF,UQL,90,7.4,23.9,0.06,0.02,0,0.03,0.001,3.36,2017-01-23T18:30:00Z,19,0.095,0.015,0.005,0.027,5e-4,3.835,376709.28,5.35,0.2917513011152416,0.5470468488171044,0.0345,4.44,10667219.04524016,1.4042021572106762e-11,0.2799797694144316,19938708110.98786,6495794.0878896,668749.9999999999,617.1004383495119,97.43691131834399,32.478970439448,175.3864403730192,3.2478970439448,24911.37032705661,0.6171004383495119,0.09743691131834399,0.032478970439448,0.1753864403730192,0.0032478970439447996,24.911370327056613,0.049368035067960954,0.0077949529054675195,0.00259831763515584,0.014030915229841536,2.5983176351558395e-4,1.992909626164529
187,2017-02-07T17:10:00Z,DU,SF,UQL,81,7.67,38.5,0.1,0,0,0.048,0.002,4.36,2017-02-07T17:10:00Z,20,0.08,0.01,0,0.039,0.0015,3.8600000000000003,113474.4,0.5700000000000001,1.2361045751633988,0.5633131568464371,0.712,2.83,3213237.2232167996,1.4960658497384778e-12,0.08433701539404861,56372528928.98483,10667219.04524016,71250.00000000001,853.3775236192128,106.6721904524016,0,416.02154276436625,16.00082856786024,41175.46551462702,0.8533775236192128,0.1066721904524016,0,0.41602154276436626,0.01600082856786024,41.17546551462702,0.06827020188953703,0.008533775236192129,0,0.0332817234211493,0.001280066285428819,3.2940372411701615
186,2017-02-08T18:40:00Z,DU,SF,UQL,87,7.57,30.4,0.13,0,0,0.039,0.002,3.11,2017-02-08T18:40:00Z,21,0.115,0,0,0.0435,0.002,3.7350000000000003,115546.2,1.94,1.37555,1.087642909323386,0.729,5.4,3271904.0668313997,5.091873242969555e-12,0.08587682903037003,16865468744.521826,3213237.2232167996,242500,369.52228066993194,0,0,139.77581920993077,6.426474446433599,12001.441028714748,0.369522280669932,0,0,0.1397758192099308,0.006426474446433599,12.001441028714748,0.02956178245359456,0,0,0.011182065536794463,5.14117955714688e-4,0.9601152822971798
